날짜,순위,영화코드,영화명,일관객,누적관객,스크린수,상영횟수
20160919,1,20159646,밀정,116606,6166448,1142,5298
20160919,2,20167839,벤허,40871,938299,574,2361
20160919,3,20163294,매그니피센트 7,29315,709010,514,1987
20160919,4,20159648,"고산자, 대동여지도",13367,865867,466,1478
20160919,5,20162968,거울나라의 앨리스,7349,454959,321,780
20160919,6,20168401,카페 소사이어티,5944,62740,183,468
20160919,7,20167154,드림 쏭,2102,170732,228,272
20160919,8,20162022,대결,1364,1812,4,4
20160919,9,20167261,메카닉: 리크루트,1179,548004,97,191
20160919,10,20160041,인천상륙작전 : 익스텐디드 에디션(확장판),853,24710,99,171
20160920,1,20159646,밀정,96608,6263056,1162,5291
20160920,2,20167839,벤허,34625,972924,577,2379
20160920,3,20163294,매그니피센트 7,25699,734709,524,1989
20160920,4,20159648,"고산자, 대동여지도",12072,877939,473,1468
20160920,5,20162968,거울나라의 앨리스,6285,461244,335,766
20160920,6,20168401,카페 소사이어티,5766,68506,187,469
20160920,7,20167154,드림 쏭,1675,172407,224,271
20160920,8,20167261,메카닉: 리크루트,1194,549198,101,184
20160920,9,20163041,자백,1016,4143,3,4
20160920,10,20154910,터널,896,7118946,107,150
20160921,1,20159646,밀정,88955,6352011,1100,4976
20160921,2,20167839,벤허,30189,1003113,581,2355
20160921,3,20163294,매그니피센트 7,21301,756010,479,1804
20160921,4,20169122,아이 엠 어 히어로,17795,28253,172,780
20160921,5,20159648,"고산자, 대동여지도",11592,889531,419,1290
20160921,6,20162968,거울나라의 앨리스,6063,467307,294,641
20160921,7,20168401,카페 소사이어티,6005,74511,188,410
20160921,8,20168885,브리짓 존스의 베이비,3360,6185,13,13
20160921,9,20153443,아수라,2007,2007,5,9
20160921,10,20168891,설리: 허드슨강의 기적,1714,2017,4,4
20160922,1,20159646,밀정,84219,6436230,1026,4582
20160922,2,20167839,벤허,31760,1034873,543,2277
20160922,3,20163294,매그니피센트 7,19351,775361,447,1581
20160922,4,20169122,아이 엠 어 히어로,18235,46488,187,786
20160922,5,20159648,"고산자, 대동여지도",9700,899231,371,967
20160922,6,20162022,대결,5296,7108,353,1152
20160922,7,20168401,카페 소사이어티,4094,78605,118,246
20160922,8,20162968,거울나라의 앨리스,3959,471266,204,413
20160922,9,20167481,맨 인 더 다크,3809,3958,16,16
20160922,10,20163184,뉴 스텝업: 어반댄스,3775,3884,165,229
20160923,1,20159646,밀정,105609,6541839,1052,4764
20160923,2,20167839,벤허,40274,1075147,560,2376
20160923,3,20163294,매그니피센트 7,27274,802635,457,1616
20160923,4,20169122,아이 엠 어 히어로,22860,69348,212,840
20160923,5,20159648,"고산자, 대동여지도",12126,911357,394,995
20160923,6,20153443,아수라,7175,9182,30,31
20160923,7,20162968,거울나라의 앨리스,6265,477531,231,450
20160923,8,20162022,대결,5371,12479,366,1113
20160923,9,20168401,카페 소사이어티,4825,83430,120,251
20160923,10,20163184,뉴 스텝업: 어반댄스,3759,7643,176,243
20160924,1,20159646,밀정,192760,6734599,1104,4801
20160924,2,20167839,벤허,81028,1156175,653,2426
20160924,3,20163294,매그니피센트 7,43508,846143,544,1492
20160924,4,20169122,아이 엠 어 히어로,41175,110523,263,924
20160924,5,20168891,설리: 허드슨강의 기적,20245,22604,342,854
20160924,6,20168885,브리짓 존스의 베이비,19209,25394,347,793
20160924,7,20159648,"고산자, 대동여지도",19159,930516,393,825
20160924,8,20167154,드림 쏭,13991,189763,308,434
20160924,9,20162968,거울나라의 앨리스,12827,490358,256,431
20160924,10,20168401,카페 소사이어티,5773,89203,114,211
20160925,1,20159646,밀정,169406,6904005,1058,4609
20160925,2,20167839,벤허,73612,1229787,640,2338
20160925,3,20169122,아이 엠 어 히어로,38508,149031,250,891
20160925,4,20163294,매그니피센트 7,35643,881786,526,1421
20160925,5,20168885,브리짓 존스의 베이비,23174,48568,349,794
20160925,6,20168891,설리: 허드슨강의 기적,21845,44449,343,843
20160925,7,20159648,"고산자, 대동여지도",19047,949563,386,802
20160925,8,20167154,드림 쏭,14862,204625,314,444
20160925,9,20162968,거울나라의 앨리스,12440,502798,268,438
20160925,10,20162022,대결,5297,23270,359,700
20160926,1,20159646,밀정,62617,6966622,1024,4490
20160926,2,20167839,벤허,26488,1256275,557,2286
20160926,3,20163294,매그니피센트 7,15099,896885,435,1552
20160926,4,20169122,아이 엠 어 히어로,13633,162664,213,879
20160926,5,20153443,아수라,9702,18884,44,48
20160926,6,20159648,"고산자, 대동여지도",6570,956133,356,903
20160926,7,20162022,대결,3456,26726,334,831
20160926,8,20162968,거울나라의 앨리스,3410,506208,219,429
20160926,9,20168401,카페 소사이어티,3374,97614,120,262
20160926,10,20163184,뉴 스텝업: 어반댄스,3056,19748,163,231
20160928,1,20153443,아수라,475482,500328,1262,5731
20160928,2,20164501,미스 페레그린과 이상한 아이들의 집,80715,83924,480,1890
20160928,3,20159646,밀정,42739,7077367,519,1480
20160928,4,20168885,브리짓 존스의 베이비,41530,91287,440,1681
20160928,5,20168891,설리: 허드슨강의 기적,33583,78692,537,1883
20160928,6,20167839,벤허,9715,1293573,273,508
20160928,7,20169122,아이 엠 어 히어로,5093,179249,137,321
20160928,8,20160143,피터와 드래곤,2443,3289,143,320
20160928,9,20163184,뉴 스텝업: 어반댄스,1877,24660,90,95
20160928,10,20168401,카페 소사이어티,1860,103378,46,114
20160929,1,20153443,아수라,233804,734132,1190,5802
20160929,2,20164501,미스 페레그린과 이상한 아이들의 집,62830,146754,497,1997
20160929,3,20168885,브리짓 존스의 베이비,34470,125757,449,1731
20160929,4,20159646,밀정,33756,7111123,512,1491
20160929,5,20168891,설리: 허드슨강의 기적,28762,107454,536,1979
20160929,6,20167839,벤허,7995,1301568,257,486
20160929,7,20169122,아이 엠 어 히어로,4068,183317,135,316
20160929,8,20167041,킹 오브 프리즘 (바이 프리티 리듬),2239,64834,10,18
20160929,9,20164094,립반윙클의 신부,1862,3859,82,154
20160929,10,20160761,돈 맛,1729,1729,50,50
20161001,1,20153443,아수라,394406,1370415,1278,6501
20161001,2,20164501,미스 페레그린과 이상한 아이들의 집,213328,460619,683,2561
20161001,3,20168885,브리짓 존스의 베이비,71624,248279,499,1677
20161001,4,20168891,설리: 허드슨강의 기적,62079,212678,565,1580
20161001,5,20159646,밀정,59886,7215675,467,1350
20161001,6,20167839,벤허,14901,1325963,276,426
20161001,7,20160143,피터와 드래곤,12720,20255,163,431
20161001,8,20167481,맨 인 더 다크,12314,16673,304,480
20161001,9,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,10281,14199,153,240
20161001,10,20169764,백설공주 : 사라진 아빠를 찾아서,8865,11534,202,261
20161003,1,20164501,미스 페레그린과 이상한 아이들의 집,311381,1053841,904,3181
20161003,2,20153443,아수라,278180,2080871,1184,5609
20161003,3,20168885,브리짓 존스의 베이비,79956,413837,502,1613
20161003,4,20168891,설리: 허드슨강의 기적,79467,372680,569,1545
20161003,5,20159646,밀정,66543,7358979,488,1314
20161003,6,20160143,피터와 드래곤,22986,62777,167,439
20161003,7,20167839,벤허,20918,1363914,257,400
20161003,8,20169764,백설공주 : 사라진 아빠를 찾아서,16395,40096,213,284
20161003,9,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,14491,39943,164,278
20161003,10,20167481,맨 인 더 다크,9425,43232,285,423
20161005,1,20164501,미스 페레그린과 이상한 아이들의 집,91524,1253955,740,3212
20161005,2,20153443,아수라,62284,2218912,819,3632
20161005,3,20167481,맨 인 더 다크,61267,104550,473,2396
20161005,4,20168885,브리짓 존스의 베이비,23066,463038,438,1495
20161005,5,20168891,설리: 허드슨강의 기적,21571,418062,472,1484
20161005,6,20159646,밀정,14219,7390553,416,1151
20161005,7,20167839,벤허,4221,1373578,218,381
20161005,8,20168822,디시에르토,2274,4673,119,389
20161005,9,20160143,피터와 드래곤,1684,69358,109,224
20161005,10,20168401,카페 소사이어티,890,117014,43,92
20160927,1,20159646,밀정,68006,7034628,1059,4538
20160927,2,20167839,벤허,27583,1283858,580,2275
20160927,3,20163294,매그니피센트 7,16285,913170,435,1539
20160927,4,20169122,아이 엠 어 히어로,11492,174156,221,865
20160927,5,20159648,"고산자, 대동여지도",7609,963742,363,928
20160927,6,20153443,아수라,5962,24846,32,34
20160927,7,20153444,럭키,5007,5177,26,26
20160927,8,20168401,카페 소사이어티,3904,101518,120,267
20160927,9,20162968,거울나라의 앨리스,3782,509990,226,431
20160927,10,20163184,뉴 스텝업: 어반댄스,3035,22783,161,231
20160930,1,20153443,아수라,241877,976009,1242,6082
20160930,2,20164501,미스 페레그린과 이상한 아이들의 집,100537,247291,553,2144
20160930,3,20168885,브리짓 존스의 베이비,50898,176655,461,1768
20160930,4,20159646,밀정,44666,7155789,522,1490
20160930,5,20168891,설리: 허드슨강의 기적,43145,150599,544,1945
20160930,6,20167839,벤허,9494,1311062,254,489
20160930,7,20169122,아이 엠 어 히어로,5323,188640,129,305
20160930,8,20153444,럭키,4407,9584,17,17
20160930,9,20160143,피터와 드래곤,2591,7535,141,348
20160930,10,20168401,카페 소사이어티,1842,106586,47,100
20161002,1,20153443,아수라,432276,1802691,1248,6199
20161002,2,20164501,미스 페레그린과 이상한 아이들의 집,281841,742460,810,2915
20161002,3,20168885,브리짓 존스의 베이비,85602,333881,509,1669
20161002,4,20168891,설리: 허드슨강의 기적,80535,293213,573,1572
20161002,5,20159646,밀정,76761,7292436,480,1352
20161002,6,20160143,피터와 드래곤,19536,39791,163,436
20161002,7,20167481,맨 인 더 다크,17134,33807,303,484
20161002,8,20167839,벤허,17033,1342996,274,429
20161002,9,20169764,백설공주 : 사라진 아빠를 찾아서,12167,23701,209,272
20161002,10,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,11253,25452,158,262
20161004,1,20164501,미스 페레그린과 이상한 아이들의 집,108590,1162431,701,2986
20161004,2,20153443,아수라,75757,2156628,1041,4921
20161004,3,20168885,브리짓 존스의 베이비,26135,439972,462,1765
20161004,4,20168891,설리: 허드슨강의 기적,23811,396491,526,1736
20161004,5,20159646,밀정,17355,7376334,439,1375
20161004,6,20167839,벤허,5443,1369357,266,489
20161004,7,20160143,피터와 드래곤,4897,67674,138,330
20161004,8,20169764,백설공주 : 사라진 아빠를 찾아서,1919,42015,135,145
20161004,9,20169122,아이 엠 어 히어로,1791,206938,118,232
20161004,10,20168401,카페 소사이어티,1758,116124,67,117
20161006,1,20164501,미스 페레그린과 이상한 아이들의 집,83436,1337391,736,3202
20161006,2,20167481,맨 인 더 다크,71114,175664,500,2418
20161006,3,20153443,아수라,45189,2264101,739,3024
20161006,4,20168885,브리짓 존스의 베이비,23356,486394,398,1261
20161006,5,20168891,설리: 허드슨강의 기적,16942,435004,432,1232
20161006,6,20159646,밀정,11838,7402391,373,929
20161006,7,20161589,죽여주는 여자,9685,11506,317,797
20161006,8,20167867,그물,6805,8201,374,979
20161006,9,20153444,럭키,6339,16741,22,22
20161006,10,20167839,벤허,2928,1376506,166,267
20161007,1,20164501,미스 페레그린과 이상한 아이들의 집,149549,1486940,801,3466
20161007,2,20167481,맨 인 더 다크,95219,270883,547,2629
20161007,3,20153443,아수라,48309,2312410,721,2953
20161007,4,20168885,브리짓 존스의 베이비,35067,521461,416,1293
20161007,5,20168891,설리: 허드슨강의 기적,24968,459972,460,1258
20161007,6,20159646,밀정,15059,7417450,386,928
20161007,7,20161589,죽여주는 여자,9057,20563,313,784
20161007,8,20167867,그물,7921,16122,381,924
20161007,9,20153444,럭키,4050,20791,20,20
20161007,10,20167839,벤허,3248,1379754,170,272
20161008,1,20164501,미스 페레그린과 이상한 아이들의 집,274899,1761839,899,3975
20161008,2,20167481,맨 인 더 다크,161231,432114,671,2995
20161008,3,20153443,아수라,87276,2399686,716,2638
20161008,4,20168885,브리짓 존스의 베이비,57030,578491,445,1260
20161008,5,20153444,럭키,54933,75724,344,631
20161008,6,20168891,설리: 허드슨강의 기적,39655,499627,456,1120
20161008,7,20159646,밀정,23130,7440580,372,843
20161008,8,20161589,죽여주는 여자,13063,33626,312,670
20161008,9,20167867,그물,10153,26275,362,754
20161008,10,20160143,피터와 드래곤,8498,79765,137,302
20161009,1,20164501,미스 페레그린과 이상한 아이들의 집,236247,1998086,899,3898
20161009,2,20167481,맨 인 더 다크,135895,568009,667,2945
20161009,3,20153443,아수라,71838,2471524,697,2496
20161009,4,20153444,럭키,66962,142686,345,631
20161009,5,20168885,브리짓 존스의 베이비,46692,625183,449,1234
20161009,6,20168891,설리: 허드슨강의 기적,33317,532944,454,1082
20161009,7,20159646,밀정,18244,7458824,367,792
20161009,8,20161589,죽여주는 여자,10348,43974,303,629
20161009,9,20167867,그물,9103,35378,355,729
20161009,10,20160143,피터와 드래곤,8511,88276,138,303
20161010,1,20164501,미스 페레그린과 이상한 아이들의 집,64656,2062742,767,3446
20161010,2,20167481,맨 인 더 다크,51313,619322,551,2832
20161010,3,20153443,아수라,27357,2498881,623,2485
20161010,4,20168885,브리짓 존스의 베이비,21519,646702,411,1335
20161010,5,20168891,설리: 허드슨강의 기적,14174,547118,431,1177
20161010,6,20159646,밀정,8488,7467312,365,870
20161010,7,20161589,죽여주는 여자,7090,51064,300,731
20161010,8,20167867,그물,5455,40833,350,791
20161010,9,20153444,럭키,2631,145317,9,9
20161010,10,20167839,벤허,1905,1390885,154,243
20161011,1,20164501,미스 페레그린과 이상한 아이들의 집,59671,2122413,790,3444
20161011,2,20167481,맨 인 더 다크,43465,662787,541,2809
20161011,3,20153443,아수라,22604,2521485,633,2401
20161011,4,20168885,브리짓 존스의 베이비,21543,668245,425,1333
20161011,5,20168891,설리: 허드슨강의 기적,15086,562204,442,1179
20161011,6,20161589,죽여주는 여자,7747,58811,311,742
20161011,7,20159646,밀정,7743,7475055,364,851
20161011,8,20167867,그물,4961,45794,343,761
20161011,9,20167839,벤허,2100,1392985,153,233
20161011,10,20168501,바스티유 데이,2051,2794,10,10
20161012,1,20164501,미스 페레그린과 이상한 아이들의 집,62371,2184784,795,3458
20161012,2,20167481,맨 인 더 다크,45728,708515,544,2843
20161012,3,20168885,브리짓 존스의 베이비,24664,692909,415,1348
20161012,4,20153443,아수라,21994,2543479,623,2385
20161012,5,20168891,설리: 허드슨강의 기적,18077,580281,450,1190
20161012,6,20161589,죽여주는 여자,9193,68004,310,728
20161012,7,20159646,밀정,7984,7483039,358,843
20161012,8,20167867,그물,5794,51588,344,781
20161012,9,20156007,인페르노,2485,2639,19,19
20161012,10,20167839,벤허,1736,1394721,147,232
20161013,1,20153444,럭키,214065,360101,889,4520
20161013,2,20164501,미스 페레그린과 이상한 아이들의 집,34616,2219400,597,2421
20161013,3,20167481,맨 인 더 다크,28953,737468,444,1944
20161013,4,20168501,바스티유 데이,12687,15689,388,1524
20161013,5,20168885,브리짓 존스의 베이비,10864,703773,289,625
20161013,6,20160203,어카운턴트,9069,9497,365,1170
20161013,7,20163041,자백,7812,27474,125,330
20161013,8,20153443,아수라,6462,2549941,376,827
20161013,9,20168891,설리: 허드슨강의 기적,4400,584681,214,401
20161013,10,20167041,킹 오브 프리즘 (바이 프리티 리듬),3289,76793,10,18
20161014,1,20153444,럭키,315620,675721,956,4832
20161014,2,20164501,미스 페레그린과 이상한 아이들의 집,56681,2276081,623,2556
20161014,3,20167481,맨 인 더 다크,37872,775340,454,1987
20161014,4,20168885,브리짓 존스의 베이비,13939,717712,302,660
20161014,5,20168501,바스티유 데이,13790,29479,412,1551
20161014,6,20160203,어카운턴트,10410,19907,365,1153
20161014,7,20163041,자백,7879,35353,137,353
20161014,8,20153443,아수라,6736,2556677,370,822
20161014,9,20168891,설리: 허드슨강의 기적,6066,590747,234,412
20161014,10,20161589,죽여주는 여자,3312,74544,116,210
20161015,1,20153444,럭키,632885,1308606,1080,5784
20161015,2,20164501,미스 페레그린과 이상한 아이들의 집,113149,2389230,649,2811
20161015,3,20167481,맨 인 더 다크,65246,840586,487,2077
20161015,4,20168885,브리짓 존스의 베이비,23280,740992,335,718
20161015,5,20168501,바스티유 데이,19450,48929,422,1341
20161015,6,20160203,어카운턴트,14717,34624,372,925
20161015,7,20163041,자백,10903,46256,152,409
20161015,8,20153443,아수라,10556,2567233,376,744
20161015,9,20168891,설리: 허드슨강의 기적,8173,598920,222,376
20161015,10,20160261,극장판 프리파라 모두 모여라! 프리즘☆투어즈,6041,13950,155,231
20161016,1,20153444,럭키,694091,2002697,1158,5881
20161016,2,20164501,미스 페레그린과 이상한 아이들의 집,102417,2491647,623,2671
20161016,3,20167481,맨 인 더 다크,53693,894279,477,1962
20161016,4,20168501,바스티유 데이,21105,70034,421,1283
20161016,5,20168885,브리짓 존스의 베이비,19812,760804,325,692
20161016,6,20160203,어카운턴트,14091,48715,375,860
20161016,7,20163041,자백,11988,58244,149,386
20161016,8,20153443,아수라,9939,2577172,356,680
20161016,9,20168891,설리: 허드슨강의 기적,8921,607841,214,361
20161016,10,20169028,토마스와 친구들: 용감한 기관차와 괴물소동,7282,15241,291,454
20161017,1,20153444,럭키,252102,2254799,987,5309
20161017,2,20164501,미스 페레그린과 이상한 아이들의 집,19801,2511448,544,2200
20161017,3,20167481,맨 인 더 다크,16609,910888,427,1799
20161017,4,20168885,브리짓 존스의 베이비,7820,768624,302,718
20161017,5,20168501,바스티유 데이,7279,77313,389,1244
20161017,6,20160203,어카운턴트,6198,54913,360,943
20161017,7,20163041,자백,4920,63164,136,419
20161017,8,20153443,아수라,4660,2581832,355,727
20161017,9,20161589,죽여주는 여자,3226,87163,129,262
20161017,10,20168891,설리: 허드슨강의 기적,3149,610990,198,374
20161018,1,20153444,럭키,225831,2480630,1034,5362
20161018,2,20164501,미스 페레그린과 이상한 아이들의 집,19500,2530948,556,2154
20161018,3,20167481,맨 인 더 다크,14718,925606,434,1778
20161018,4,20168885,브리짓 존스의 베이비,8369,776993,306,725
20161018,5,20168501,바스티유 데이,7287,84600,397,1215
20161018,6,20160203,어카운턴트,6216,61129,358,914
20161018,7,20163041,자백,5173,68337,143,418
20161018,8,20153443,아수라,4385,2586217,343,682
20161018,9,20161589,죽여주는 여자,3392,90555,133,260
20161018,10,20168891,설리: 허드슨강의 기적,3375,614365,209,386
20161019,1,20153444,럭키,204977,2685607,965,4949
20161019,2,20156007,인페르노,60052,65083,731,3448
20161019,3,20164501,미스 페레그린과 이상한 아이들의 집,13522,2544470,409,1152
20161019,4,20167481,맨 인 더 다크,7640,933246,330,764
20161019,5,20040734,노트북,5563,432025,129,564
20161019,6,20168885,브리짓 존스의 베이비,4026,781019,180,318
20161019,7,20163041,자백,3849,72186,134,302
20161019,8,20151022,걷기왕,3232,10913,366,863
20161019,9,20161589,죽여주는 여자,2577,93132,97,199
20161019,10,20168501,바스티유 데이,2219,86819,236,388
20161020,1,20153444,럭키,193799,2879406,968,4961
20161020,2,20156007,인페르노,58337,123420,746,3436
20161020,3,20164501,미스 페레그린과 이상한 아이들의 집,12166,2556636,403,993
20161020,4,20151022,걷기왕,9130,20043,437,1687
20161020,5,20167481,맨 인 더 다크,7945,941191,296,676
20161020,6,20040734,노트북,5820,437845,131,582
20161020,7,20168885,브리짓 존스의 베이비,3913,784932,132,246
20161020,8,20161201,키즈모노가타리 II : 열혈편,3284,3284,61,108
20161020,9,20163041,자백,3106,75292,84,203
20161020,10,20167041,킹 오브 프리즘 (바이 프리티 리듬),2102,81067,12,20
20161021,1,20153444,럭키,297299,3176705,1077,5503
20161021,2,20156007,인페르노,79265,202685,745,3456
20161021,3,20164501,미스 페레그린과 이상한 아이들의 집,21674,2578310,432,1073
20161021,4,20167481,맨 인 더 다크,11485,952676,325,718
20161021,5,20151022,걷기왕,10572,30615,446,1656
20161021,6,20040734,노트북,7897,445742,137,599
20161021,7,20168885,브리짓 존스의 베이비,5035,789967,134,254
20161021,8,20163041,자백,3648,78940,87,215
20161021,9,20111009,해리 포터와 죽음의 성물2,2961,4406242,23,74
20161021,10,20169986,미스터 캣,2122,7032,201,353
20161022,1,20153444,럭키,601815,3778520,1234,6865
20161022,2,20156007,인페르노,140757,343442,754,3389
20161022,3,20164501,미스 페레그린과 이상한 아이들의 집,45005,2623315,468,1203
20161022,4,20167481,맨 인 더 다크,18287,970963,333,713
20161022,5,20151022,걷기왕,16525,47140,460,1270
20161022,6,20040734,노트북,11507,457249,141,569
20161022,7,20168885,브리짓 존스의 베이비,7060,797027,132,241
20161022,8,20163041,자백,5726,84666,77,213
20161022,9,20169986,미스터 캣,5251,12283,241,375
20161022,10,20111009,해리 포터와 죽음의 성물2,5245,4411487,24,86
20161023,1,20153444,럭키,562801,4341321,1231,6705
20161023,2,20156007,인페르노,129610,473052,727,3260
20161023,3,20164501,미스 페레그린과 이상한 아이들의 집,43262,2666577,461,1153
20161023,4,20167481,맨 인 더 다크,15369,986332,330,696
20161023,5,20151022,걷기왕,15066,62206,462,1163
20161023,6,20040734,노트북,12768,470017,142,551
20161023,7,20169986,미스터 캣,6934,19217,239,375
20161023,8,20168885,브리짓 존스의 베이비,6901,803928,137,248
20161023,9,20163041,자백,5807,90473,85,216
20161023,10,20111009,해리 포터와 죽음의 성물2,4548,4416035,19,67
20161024,1,20153444,럭키,152423,4493744,1060,5703
20161024,2,20156007,인페르노,36447,509499,700,3153
20161024,3,20164501,미스 페레그린과 이상한 아이들의 집,9370,2675947,402,1038
20161024,4,20167481,맨 인 더 다크,5846,992178,308,656
20161024,5,20040734,노트북,5840,475857,132,568
20161024,6,20151022,걷기왕,5490,67696,390,1094
20161024,7,20168885,브리짓 존스의 베이비,3079,807007,134,282
20161024,8,20163041,자백,3057,93530,86,228
20161024,9,20111009,해리 포터와 죽음의 성물2,2970,4419005,25,80
20161024,10,20162545,"무현, 두 도시 이야기",2500,2680,8,8
20161025,1,20153444,럭키,144680,4638424,1188,5055
20161025,2,20163181,닥터 스트레인지,117917,118546,1173,2753
20161025,3,20156007,인페르노,28335,537834,736,2449
20161025,4,20164501,미스 페레그린과 이상한 아이들의 집,6555,2682502,396,829
20161025,5,20040734,노트북,5256,481113,148,496
20161025,6,20151022,걷기왕,4732,72428,402,907
20161025,7,20167481,맨 인 더 다크,3812,995990,275,483
20161025,8,20168885,브리짓 존스의 베이비,3241,810248,140,243
20161025,9,20163041,자백,2868,96398,80,205
20161025,10,20160862,선생님의 일기,2538,4170,11,12
20161026,1,20163181,닥터 스트레인지,435068,553614,1503,8544
20161026,2,20153444,럭키,179922,4818346,799,3570
20161026,3,20150564,혼숨,32837,34287,421,943
20161026,4,20156007,인페르노,20072,557906,400,999
20161026,5,20040734,노트북,8147,489260,132,380
20161026,6,20164501,미스 페레그린과 이상한 아이들의 집,4016,2686518,178,284
20161026,7,20163041,자백,2989,99387,63,143
20161026,8,20151022,걷기왕,2102,74530,146,202
20161026,9,20161589,죽여주는 여자,1475,106965,50,79
20161026,10,19990303,파이트 클럽 ,1389,3223,64,108
20161027,1,20163181,닥터 스트레인지,228451,782065,1490,8495
20161027,2,20153444,럭키,106940,4925286,775,3560
20161027,3,20150564,혼숨,23136,57423,440,1023
20161027,4,20156007,인페르노,11153,569059,400,968
20161027,5,20040734,노트북,4707,493967,124,369
20161027,6,20164501,미스 페레그린과 이상한 아이들의 집,2112,2688630,164,256
20161027,7,20162545,"무현, 두 도시 이야기",1990,6374,56,111
20161027,8,20167041,킹 오브 프리즘 (바이 프리티 리듬),1977,84535,9,21
20161027,9,20163041,자백,1413,100800,48,89
20161027,10,19990303,파이트 클럽 ,1187,4410,66,107
20161028,1,20163181,닥터 스트레인지,340045,1122110,1500,8777
20161028,2,20153444,럭키,155220,5080506,796,3791
20161028,3,20150564,혼숨,29867,87290,456,1106
20161028,4,20156007,인페르노,16003,585062,417,983
20161028,5,20040734,노트북,6363,500330,132,384
20161028,6,20164501,미스 페레그린과 이상한 아이들의 집,3130,2691760,173,259
20161028,7,20163041,자백,2549,103349,58,111
20161028,8,20162545,"무현, 두 도시 이야기",2471,8845,57,118
20161028,9,20151022,걷기왕,1835,77481,117,194
20161028,10,19990303,파이트 클럽 ,1450,5860,65,109
20161029,1,20163181,닥터 스트레인지,692976,1815086,1492,9138
20161029,2,20153444,럭키,295601,5376107,860,4312
20161029,3,20150564,혼숨,52669,139959,490,1259
20161029,4,20156007,인페르노,21224,606286,373,768
20161029,5,20040734,노트북,9338,509668,123,345
20161029,6,20164501,미스 페레그린과 이상한 아이들의 집,6809,2698569,180,252
20161029,7,20160781,쿠보와 전설의 악기,6026,9722,99,265
20161029,8,20162545,"무현, 두 도시 이야기",3657,12502,55,115
20161029,9,20163041,자백,2984,106333,53,103
20161029,10,20151022,걷기왕,2545,80026,100,159
20161030,1,20163181,닥터 스트레인지,584286,2399372,1464,8746
20161030,2,20153444,럭키,262944,5639051,881,4273
20161030,3,20150564,혼숨,42689,182648,498,1265
20161030,4,20156007,인페르노,19156,625442,359,725
20161030,5,20040734,노트북,8810,518478,127,343
20161030,6,20164501,미스 페레그린과 이상한 아이들의 집,6584,2705153,168,236
20161030,7,20160781,쿠보와 전설의 악기,6532,16254,100,268
20161030,8,20162545,"무현, 두 도시 이야기",4613,17115,56,122
20161030,9,20163041,자백,2469,108802,52,107
20161030,10,20151022,걷기왕,2240,82266,108,163
20161031,1,20163181,닥터 스트레인지,168858,2568230,1363,7897
20161031,2,20153444,럭키,89153,5728204,805,4056
20161031,3,20150564,혼숨,13552,196200,438,1165
20161031,4,20156007,인페르노,10363,635805,374,860
20161031,5,20040734,노트북,5403,523881,129,396
20161031,6,20162545,"무현, 두 도시 이야기",4174,21289,57,147
20161031,7,20164501,미스 페레그린과 이상한 아이들의 집,1819,2706972,155,236
20161031,8,20151022,걷기왕,1791,84057,115,164
20161031,9,20163041,자백,1443,110245,58,114
20161031,10,19950327,세븐,1167,7725,61,100
20161101,1,20163181,닥터 스트레인지,143117,2711347,1366,7699
20161101,2,20153444,럭키,73932,5802136,813,3967
20161101,3,20150564,혼숨,11197,207397,431,1131
20161101,4,20156007,인페르노,8529,644334,361,835
20161101,5,20040734,노트북,4670,528551,126,390
20161101,6,20162545,"무현, 두 도시 이야기",4217,25506,66,153
20161101,7,20160862,선생님의 일기,1957,6940,9,9
20161101,8,20163521,스플릿,1877,2642,9,9
20161101,9,20161589,죽여주는 여자,1656,113233,68,90
20161101,10,20164501,미스 페레그린과 이상한 아이들의 집,1587,2708559,151,228
20161102,1,20163181,닥터 스트레인지,131419,2842766,1284,7167
20161102,2,20153444,럭키,66356,5868492,806,3980
20161102,3,20150564,혼숨,10038,217435,412,1042
20161102,4,20156007,인페르노,7590,651924,330,758
20161102,5,20160862,선생님의 일기,6861,13801,146,776
20161102,6,20040734,노트북,4904,533455,135,407
20161102,7,20163521,스플릿,4708,7350,35,35
20161102,8,20162545,"무현, 두 도시 이야기",4360,29866,64,170
20161102,9,20154905,가려진 시간,3031,3921,9,9
20161102,10,20163041,자백,2058,113539,64,109
20161103,1,20163181,닥터 스트레인지,121481,2964247,1126,6238
20161103,2,20153444,럭키,64587,5933079,767,3830
20161103,3,20161527,로스트 인 더스트,8741,10165,337,963
20161103,4,20150564,혼숨,7318,224753,299,771
20161103,5,20160862,선생님의 일기,6589,20390,145,745
20161103,6,20162545,"무현, 두 도시 이야기",4838,34704,70,170
20161103,7,20161165,무한대를 본 남자,4633,5337,296,836
20161103,8,20040734,노트북,4550,538005,118,304
20161103,9,20156007,인페르노,3533,655457,172,301
20161103,10,20154905,가려진 시간,2198,6119,11,11
20161104,1,20163181,닥터 스트레인지,192189,3156436,1156,6504
20161104,2,20153444,럭키,86417,6019496,785,3999
20161104,3,20161527,로스트 인 더스트,10239,20404,354,967
20161104,4,20150564,혼숨,9967,234720,311,815
20161104,5,20160862,선생님의 일기,8364,28754,149,756
20161104,6,20162545,"무현, 두 도시 이야기",7015,41719,74,192
