날짜,순위,영화코드,영화명,일관객,누적관객,스크린수,상영횟수
20200104,7,20192401,포드 V 페라리,21141,1272770,204,424
20200104,8,20191408,21 브릿지: 테러 셧다운 ,13706,54350,212,702
20200104,9,20198430,나이브스 아웃,13152,709125,142,274
20200104,10,20199981,눈의 여왕4,7939,177408,246,288
20200105,1,20192206,백두산,205310,7479389,1215,5548
20200105,2,20184571,천문: 하늘에 묻는다,125680,1611399,922,3521
20200105,3,20196272,미드웨이,111470,669797,839,2918
20200105,4,20198414,시동,95460,3037781,802,2912
20200105,5,20197803,겨울왕국 2,39657,13593927,641,1363
20200105,6,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,29699,810299,513,825
20200105,7,20192401,포드 V 페라리,16183,1288953,203,420
20200105,8,20191408,21 브릿지: 테러 셧다운 ,12016,66366,216,675
20200105,9,20198430,나이브스 아웃,10675,719800,146,289
20200105,10,20199981,눈의 여왕4,7393,184801,250,291
20200106,1,20192206,백두산,71674,7551063,1146,5088
20200106,2,20184571,천문: 하늘에 묻는다,40871,1652270,873,3299
20200106,3,20196272,미드웨이,37037,706834,772,2829
20200106,4,20198414,시동,35338,3073119,739,2785
20200106,5,20197803,겨울왕국 2,14574,13608501,571,1167
20200106,6,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,8356,818655,423,621
20200106,7,20191408,21 브릿지: 테러 셧다운 ,7718,74084,204,621
20200106,8,20192401,포드 V 페라리,5565,1294518,193,395
20200106,9,20183002,해치지않아,5347,28679,24,25
20200106,10,20198430,나이브스 아웃,4743,724543,160,310
20200107,1,20192206,백두산,71911,7622974,1171,5046
20200107,2,20184571,천문: 하늘에 묻는다,41623,1693893,873,3287
20200107,3,20198414,시동,35312,3108431,747,2787
20200107,4,20196272,미드웨이,35278,742112,788,2804
20200107,5,20197803,겨울왕국 2,14913,13623414,597,1185
20200107,6,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,8370,827025,431,626
20200107,7,20198818,프린스 코기,7833,177351,198,234
20200107,8,20192401,포드 V 페라리,5886,1300404,196,401
20200107,9,20191408,21 브릿지: 테러 셧다운 ,5664,79748,203,611
20200107,10,20198430,나이브스 아웃,5038,729581,163,310
20200108,1,20199581,닥터 두리틀,107984,108385,1016,4439
20200108,2,20195462,스타워즈: 라이즈 오브 스카이워커,73090,74338,957,3592
20200108,3,20192206,백두산,56626,7679600,864,3374
20200108,4,20184571,천문: 하늘에 묻는다,28562,1722455,688,2051
20200108,5,20198414,시동,22536,3130967,590,1591
20200108,6,20196272,미드웨이,21496,763608,577,1516
20200108,7,20197803,겨울왕국 2,8690,13632104,384,593
20200108,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,4645,831670,233,283
20200108,9,20191408,21 브릿지: 테러 셧다운 ,4201,83949,147,233
20200108,10,20183002,해치지않아,3476,36686,17,17
20200109,1,20199581,닥터 두리틀,103493,211878,1085,4573
20200109,2,20192206,백두산,51441,7731041,851,3230
20200109,3,20195462,스타워즈: 라이즈 오브 스카이워커,45219,119557,947,3444
20200109,4,20184571,천문: 하늘에 묻는다,26268,1748723,679,1957
20200109,5,20198414,시동,19667,3150634,600,1501
20200109,6,20196272,미드웨이,17616,781224,577,1447
20200109,7,20197803,겨울왕국 2,9258,13641362,379,568
20200109,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,4506,836176,226,268
20200109,9,20198430,나이브스 아웃,2968,735633,96,151
20200109,10,20192401,포드 V 페라리,2754,1306099,129,189
20200110,1,20199581,닥터 두리틀,129060,340938,1137,4944
20200110,2,20192206,백두산,52933,7783974,881,3284
20200110,3,20195462,스타워즈: 라이즈 오브 스카이워커,48488,168045,948,3407
20200110,4,20184571,천문: 하늘에 묻는다,28698,1777421,685,1974
20200110,5,20198414,시동,20996,3171630,612,1542
20200110,6,20196272,미드웨이,20866,802090,581,1440
20200110,7,20197803,겨울왕국 2,8906,13650268,384,579
20200110,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,4116,840292,222,263
20200110,9,20198430,나이브스 아웃,3771,739404,108,171
20200110,10,20196161,타발루가와 얼음공주,3744,11022,250,280
20200111,1,20199581,닥터 두리틀,307988,648926,1279,5982
20200111,2,20195462,스타워즈: 라이즈 오브 스카이워커,115463,283508,908,3403
20200111,3,20192206,백두산,113154,7897128,877,3298
20200111,4,20184571,천문: 하늘에 묻는다,55967,1833388,671,1874
20200111,5,20196272,미드웨이,43954,846044,576,1319
20200111,6,20198414,시동,42477,3214107,632,1535
20200111,7,20197803,겨울왕국 2,17190,13667458,425,652
20200111,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,12840,853132,320,416
20200111,9,20192401,포드 V 페라리,7703,1317284,129,200
20200111,10,20198430,나이브스 아웃,7493,746897,111,175
20200112,1,20199581,닥터 두리틀,280696,929622,1290,5940
20200112,2,20192206,백두산,99296,7996424,865,3210
20200112,3,20195462,스타워즈: 라이즈 오브 스카이워커,98001,381509,881,3201
20200112,4,20184571,천문: 하늘에 묻는다,52985,1886373,682,1846
20200112,5,20196272,미드웨이,38196,884240,570,1288
20200112,6,20198414,시동,37239,3251346,628,1484
20200112,7,20197803,겨울왕국 2,17190,13684648,425,660
20200112,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,14029,867161,316,416
20200112,9,20192401,포드 V 페라리,6568,1323852,129,188
20200112,10,20198430,나이브스 아웃,6194,753091,116,175
20200113,1,20199581,닥터 두리틀,80766,1010388,1155,5226
20200113,2,20192206,백두산,34217,8030641,801,3040
20200113,3,20195462,스타워즈: 라이즈 오브 스카이워커,21428,402937,784,2734
20200113,4,20184571,천문: 하늘에 묻는다,17194,1903567,653,1802
20200113,5,20198414,시동,14667,3266013,571,1477
20200113,6,20196272,미드웨이,13416,897656,535,1302
20200113,7,20197803,겨울왕국 2,6083,13690731,380,587
20200113,8,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,2938,870099,241,284
20200113,9,20198430,나이브스 아웃,2628,755719,114,183
20200113,10,20192401,포드 V 페라리,2165,1326017,126,193
20200114,1,20199581,닥터 두리틀,77440,1087828,1160,5215
20200114,2,20192206,백두산,32512,8063153,819,3013
20200114,3,20195462,스타워즈: 라이즈 오브 스카이워커,18614,421551,780,2677
20200114,4,20184571,천문: 하늘에 묻는다,16346,1919913,660,1784
20200114,5,20198414,시동,14846,3280859,599,1504
20200114,6,20196272,미드웨이,12234,909890,543,1306
20200114,7,20197803,겨울왕국 2,6384,13697115,381,571
20200114,8,20192300,스파이 지니어스 ,3132,7810,17,17
20200114,9,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,3000,873099,241,286
20200114,10,20198430,나이브스 아웃,2787,758506,115,181
20200115,1,20183002,해치지않아,108280,145512,1104,5244
20200115,2,20196670,나쁜 녀석들: 포에버,62177,62608,876,3783
20200115,3,20199581,닥터 두리틀,50357,1138185,887,3552
20200115,4,20192206,백두산,21031,8084184,598,1716
20200115,5,20195462,스타워즈: 라이즈 오브 스카이워커,8304,429855,477,984
20200115,6,20184571,천문: 하늘에 묻는다,7217,1927130,432,761
20200115,7,20198414,시동,5427,3286286,347,613
20200115,8,20196272,미드웨이,5404,915294,289,449
20200115,9,20197803,겨울왕국 2,3207,13700322,193,241
20200115,10,20192101,히트맨,2663,4276,14,14
20200116,1,20183002,해치지않아,94364,239876,1133,5275
20200116,2,20196670,나쁜 녀석들: 포에버,50124,112732,879,3606
20200116,3,20199581,닥터 두리틀,44833,1183018,919,3587
20200116,4,20192206,백두산,19001,8103185,623,1712
20200116,5,20195462,스타워즈: 라이즈 오브 스카이워커,7910,437765,463,916
20200116,6,20184571,천문: 하늘에 묻는다,6845,1933975,430,762
20200116,7,20198676,타오르는 여인의 초상,6530,10171,72,154
20200116,8,20192101,히트맨,4770,9046,21,22
20200116,9,20198414,시동,4714,3291000,338,576
20200116,10,20196272,미드웨이,4581,919875,282,417
20200117,1,20183002,해치지않아,105946,345822,1137,5552
20200117,2,20196670,나쁜 녀석들: 포에버,58795,171527,875,3616
20200117,3,20199581,닥터 두리틀,50520,1233538,939,3810
20200117,4,20192206,백두산,19377,8122562,615,1710
20200117,5,20195462,스타워즈: 라이즈 오브 스카이워커,9882,447647,445,884
20200117,6,20184571,천문: 하늘에 묻는다,7318,1941293,435,758
20200117,7,20198676,타오르는 여인의 초상,5681,15852,96,194
20200117,8,20196272,미드웨이,4759,924634,279,423
20200117,9,20198414,시동,4014,3295014,326,556
20200117,10,20197803,겨울왕국 2,3396,13707336,206,254
20200118,1,20183002,해치지않아,245755,591577,1216,5968
20200118,2,20196670,나쁜 녀석들: 포에버,123462,294989,887,3629
20200118,3,20199581,닥터 두리틀,118348,1351886,1081,4460
20200118,4,20192206,백두산,40840,8163402,621,1665
20200118,5,20195462,스타워즈: 라이즈 오브 스카이워커,20160,467807,458,803
20200118,6,20184571,천문: 하늘에 묻는다,14203,1955496,428,717
20200118,7,20196272,미드웨이,8858,933492,255,384
20200118,8,20198676,타오르는 여인의 초상,8355,24207,115,228
20200118,9,20198414,시동,7467,3302481,318,526
20200118,10,20197803,겨울왕국 2,7173,13714509,213,309
20200119,1,20183002,해치지않아,221818,813395,1195,5830
20200119,2,20196670,나쁜 녀석들: 포에버,107596,402585,896,3577
20200119,3,20199581,닥터 두리틀,102378,1454264,1059,4300
20200119,4,20192206,백두산,36915,8200317,617,1632
20200119,5,20195462,스타워즈: 라이즈 오브 스카이워커,17657,485464,445,765
20200119,6,20184571,천문: 하늘에 묻는다,13210,1968706,421,693
20200119,7,20198676,타오르는 여인의 초상,9413,33620,118,234
20200119,8,20196272,미드웨이,7583,941075,260,374
20200119,9,20197803,겨울왕국 2,6681,13721190,224,315
20200119,10,20198414,시동,6363,3308844,312,508
20200120,1,20183002,해치지않아,67838,881233,1118,5281
20200120,2,20196670,나쁜 녀석들: 포에버,35137,437722,850,3375
20200120,3,20199581,닥터 두리틀,29097,1483361,895,3533
20200120,4,20192206,백두산,13935,8214252,605,1571
20200120,5,20198676,타오르는 여인의 초상,6272,39892,114,254
20200120,6,20184571,천문: 하늘에 묻는다,5829,1974535,427,703
20200120,7,20198182,아내를 죽였다,5401,97564,16,29
20200120,8,20195462,스타워즈: 라이즈 오브 스카이워커,4523,489987,424,723
20200120,9,20180939,남산의 부장들,2923,5438,9,9
20200120,10,20198414,시동,2897,3311741,305,506
20200121,1,20183002,해치지않아,64260,945493,1120,5239
20200121,2,20196670,나쁜 녀석들: 포에버,32364,470086,849,3331
20200121,3,20199581,닥터 두리틀,28949,1512310,921,3537
20200121,4,20192206,백두산,12843,8227095,605,1573
20200121,5,20198676,타오르는 여인의 초상,6853,46745,120,266
20200121,6,20184571,천문: 하늘에 묻는다,5908,1980443,429,719
20200121,7,20195462,스타워즈: 라이즈 오브 스카이워커,5562,495549,420,735
20200121,8,20197803,겨울왕국 2,3176,13726850,210,277
20200121,9,20196272,미드웨이,3109,946796,254,388
20200121,10,20198414,시동,2917,3314658,295,489
20200122,1,20180939,남산의 부장들,252058,257743,1363,7286
20200122,2,20192101,히트맨,81509,97089,944,4620
20200122,3,20188421,미스터 주: 사라진 VIP,45094,51431,647,2732
20200122,4,20183002,해치지않아,23120,968613,602,1563
20200122,5,20192300,스파이 지니어스 ,21488,31520,635,1722
20200122,6,20199581,닥터 두리틀,8442,1520752,357,600
20200122,7,20196670,나쁜 녀석들: 포에버,5779,475865,339,528
20200122,8,20198676,타오르는 여인의 초상,4957,51702,85,190
20200122,9,20198818,프린스 코기,3274,193638,20,20
20200122,10,20192604,오즈의 마법사: 요술구두와 말하는 책,2367,2967,205,225
20200124,1,20180939,남산의 부장들,535123,1127730,1563,8784
20200124,2,20192101,히트맨,221293,439085,965,4722
20200124,3,20188421,미스터 주: 사라진 VIP,79715,184281,652,2579
20200124,4,20192300,스파이 지니어스 ,52052,110986,710,1927
20200124,5,20183002,해치지않아,41588,1039132,603,1357
20200124,6,20199581,닥터 두리틀,14936,1545768,352,542
20200124,7,20196670,나쁜 녀석들: 포에버,9289,494139,302,416
20200124,8,20198676,타오르는 여인의 초상,5813,62858,90,171
20200124,9,20192604,오즈의 마법사: 요술구두와 말하는 책,4080,8674,252,288
20200124,10,20192206,백두산,3254,8234545,123,158
20200125,1,20180939,남산의 부장들,693992,1821722,1617,9054
20200125,2,20192101,히트맨,327510,766595,1027,4889
20200125,3,20188421,미스터 주: 사라진 VIP,101661,285942,661,2421
20200125,4,20192300,스파이 지니어스 ,49858,160844,712,1776
20200125,5,20183002,해치지않아,43754,1082886,576,1212
20200125,6,20199581,닥터 두리틀,13652,1559420,313,481
20200125,7,20196670,나쁜 녀석들: 포에버,9703,503842,283,369
20200125,8,20198676,타오르는 여인의 초상,4237,67095,80,167
20200125,9,20192206,백두산,4225,8238770,119,153
20200125,10,20184571,천문: 하늘에 묻는다,2989,1987842,89,104
20200126,1,20180939,남산의 부장들,782927,2604649,1659,9261
20200126,2,20192101,히트맨,381642,1148237,1122,5240
20200126,3,20188421,미스터 주: 사라진 VIP,107915,393857,692,2433
20200126,4,20192300,스파이 지니어스 ,72739,233583,707,1766
20200126,5,20183002,해치지않아,45631,1128517,591,1139
20200126,6,20199581,닥터 두리틀,13743,1573163,313,468
20200126,7,20196670,나쁜 녀석들: 포에버,9969,513811,276,363
20200126,8,20198676,타오르는 여인의 초상,6282,73377,81,162
20200126,9,20192604,오즈의 마법사: 요술구두와 말하는 책,3885,15489,218,249
20200126,10,20192206,백두산,3708,8242478,120,146
20200127,1,20180939,남산의 부장들,621378,3226027,1615,8914
20200127,2,20192101,히트맨,329078,1477315,1122,5243
20200127,3,20188421,미스터 주: 사라진 VIP,88983,482840,656,2268
20200127,4,20192300,스파이 지니어스 ,88839,322422,706,1733
20200127,5,20183002,해치지않아,36736,1165253,556,1055
20200127,6,20199581,닥터 두리틀,13645,1586808,288,431
20200127,7,20196670,나쁜 녀석들: 포에버,7061,520872,270,349
20200127,8,20198676,타오르는 여인의 초상,5966,79343,77,155
20200127,9,20192604,오즈의 마법사: 요술구두와 말하는 책,5423,20912,238,273
20200127,10,20197803,겨울왕국 2,2932,13737960,56,75
20200128,1,20180939,남산의 부장들,187486,3413513,1439,7804
20200128,2,20192101,히트맨,102768,1580083,977,4852
20200128,3,20188421,미스터 주: 사라진 VIP,23990,506830,617,2184
20200128,4,20192300,스파이 지니어스 ,19937,342359,598,1477
20200128,5,20183002,해치지않아,10748,1176001,571,1185
20200128,6,20193321,정직한 후보,5260,5677,15,20
20200128,7,20198676,타오르는 여인의 초상,4516,83859,98,198
20200128,8,20196670,나쁜 녀석들: 포에버,3992,524864,278,410
20200128,9,20199581,닥터 두리틀,3540,1590348,280,432
20200128,10,20198818,프린스 코기,1267,201946,9,9
20200129,1,20180939,남산의 부장들,211957,3625470,1462,7520
20200129,2,20192101,히트맨,137357,1717440,1066,4843
20200129,3,20188421,미스터 주: 사라진 VIP,24581,531411,636,1804
20200129,4,20192300,스파이 지니어스 ,20326,362685,627,1313
20200129,5,20100312,인셉션,14980,5851092,216,603
20200129,6,20183002,해치지않아,13328,1189329,518,1053
20200129,7,20198676,타오르는 여인의 초상,7059,90918,133,276
20200129,8,20199581,닥터 두리틀,4369,1594717,257,378
20200129,9,20196670,나쁜 녀석들: 포에버,4298,529162,206,304
20200129,10,20182447,클로젯,2740,3410,10,11
20200130,1,20180939,남산의 부장들,118078,3743548,1383,7262
20200130,2,20192101,히트맨,74620,1792060,1028,4751
20200130,3,20188421,미스터 주: 사라진 VIP,12296,543707,596,1570
20200130,4,20192300,스파이 지니어스 ,11730,374415,574,1169
20200130,5,20100312,인셉션,8346,5859438,204,605
20200130,6,20183002,해치지않아,6106,1195435,471,895
20200130,7,20198676,타오르는 여인의 초상,4480,95398,142,275
20200130,8,20193321,정직한 후보,3575,9775,19,20
20200130,9,20196670,나쁜 녀석들: 포에버,2765,531927,204,297
20200130,10,20193836,핑크퐁 시네마 콘서트 : 우주대탐험,2693,5135,176,341
20200131,1,20180939,남산의 부장들,130871,3874419,1362,7355
20200131,2,20192101,히트맨,81956,1874016,1027,4980
20200131,3,20192300,스파이 지니어스 ,12401,386816,574,1204
20200131,4,20188421,미스터 주: 사라진 VIP,12255,555962,597,1587
20200131,5,20100312,인셉션,9251,5868689,211,646
20200131,6,20183002,해치지않아,6379,1201814,470,914
20200131,7,20198676,타오르는 여인의 초상,4811,100209,146,298
20200131,8,20196670,나쁜 녀석들: 포에버,3110,535037,191,275
20200131,9,20198430,나이브스 아웃,2921,786774,102,152
20200131,10,20204162,나이트 헌터,2009,6812,140,250
20200202,1,20180939,남산의 부장들,163169,4251592,1353,7300
20200202,2,20192101,히트맨,115867,2129921,1062,5147
20200202,3,20192300,스파이 지니어스 ,18245,427464,658,1400
20200202,4,20188421,미스터 주: 사라진 VIP,14381,587819,594,1369
20200202,5,20100312,인셉션,13327,5898766,236,729
20200202,6,20183002,해치지않아,7108,1217492,435,759
20200202,7,20198676,타오르는 여인의 초상,4978,111019,145,285
20200202,8,20198430,나이브스 아웃,3757,795200,109,162
20200202,9,20196670,나쁜 녀석들: 포에버,3434,543095,186,262
20200202,10,20199581,닥터 두리틀,2456,1604127,204,281
20200203,1,20180939,남산의 부장들,56645,4308237,1332,6290
20200203,2,20192101,히트맨,41223,2171144,1024,4513
20200203,3,20100312,인셉션,5803,5904569,224,666
20200203,4,20188421,미스터 주: 사라진 VIP,4468,592287,502,1048
20200203,5,20192300,스파이 지니어스 ,4456,431920,491,902
20200203,6,20180962,지푸라기라도 잡고 싶은 짐승들,4400,4832,17,20
20200203,7,20198676,타오르는 여인의 초상,3041,114060,153,281
20200203,8,20183002,해치지않아,2317,1219809,337,571
20200203,9,20198430,나이브스 아웃,1658,796858,107,159
20200203,10,20196670,나쁜 녀석들: 포에버,1544,544639,170,240
20200204,1,20180939,남산의 부장들,48874,4357111,1319,6081
20200204,2,20192101,히트맨,36586,2207730,1010,4335
20200204,3,20100312,인셉션,5954,5910523,221,690
20200204,4,20188421,미스터 주: 사라진 VIP,4382,596669,513,1028
20200204,5,20192300,스파이 지니어스 ,3909,435829,467,817
20200204,6,20198676,타오르는 여인의 초상,2683,116743,156,287
20200204,7,20183002,해치지않아,2331,1222140,345,560
20200204,8,20198430,나이브스 아웃,2062,798920,106,165
20200204,9,20182447,클로젯,1903,8789,6,6
20200204,10,20196670,나쁜 녀석들: 포에버,1482,546121,170,243
20200205,1,20182447,클로젯,96638,105427,1111,5915
20200205,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),57301,58693,951,4738
20200205,3,20180939,남산의 부장들,34549,4391660,814,3359
20200205,4,20192101,히트맨,21938,2229668,691,2433
20200205,5,20191109,페인 앤 글로리,4355,8664,164,276
20200205,6,20197390,조조 래빗,3764,7957,220,462
20200205,7,20100312,인셉션,3076,5913599,146,331
20200205,8,20192240,작은 아씨들,2058,7714,13,13
20200205,9,20198676,타오르는 여인의 초상,1575,118318,107,165
20200205,10,20192300,스파이 지니어스 ,1475,437304,214,298
20200207,1,20182447,클로젯,103032,294925,1123,5956
20200207,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),40165,135813,957,4484
20200207,3,20180939,남산의 부장들,32676,4454002,814,3216
20200207,4,20192101,히트맨,22518,2273940,684,2312
20200207,5,20197390,조조 래빗,4916,17139,246,490
20200207,6,20100312,인셉션,3339,5919792,151,328
20200207,7,20192984,극장판 미니특공대: 공룡왕 디노 ,3224,11289,369,470
20200207,8,20191109,페인 앤 글로리,2778,14047,181,304
20200207,9,20198676,타오르는 여인의 초상,1889,121812,111,170
20200207,10,20191085,이 멋진 세계에 축복을! 붉은 전설,1550,4932,52,88
20200208,1,20182447,클로젯,198935,493860,1197,6505
20200208,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),69463,205276,939,4555
20200208,3,20180939,남산의 부장들,66463,4520465,837,3328
20200208,4,20192101,히트맨,39560,2313500,697,2445
20200208,5,20192984,극장판 미니특공대: 공룡왕 디노 ,15304,26593,464,806
20200208,6,20197390,조조 래빗,9601,26740,260,526
20200208,7,20100312,인셉션,4769,5924561,153,321
20200208,8,20192300,스파이 지니어스 ,3155,442950,228,307
20200208,9,20198676,타오르는 여인의 초상,2776,124588,114,169
20200208,10,20191109,페인 앤 글로리,2373,16420,175,290
20200209,1,20182447,클로젯,188699,682559,1194,6399
20200209,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),60583,265859,921,4341
20200209,3,20180939,남산의 부장들,60064,4580529,835,3237
20200209,4,20192101,히트맨,38061,2351561,698,2335
20200209,5,20192984,극장판 미니특공대: 공룡왕 디노 ,15642,42235,485,842
20200209,6,20197390,조조 래빗,10019,36759,277,524
20200209,7,20100312,인셉션,4622,5929183,148,308
20200209,8,20192300,스파이 지니어스 ,3324,446274,225,297
20200209,9,20191109,페인 앤 글로리,2588,19008,174,274
20200209,10,20198676,타오르는 여인의 초상,2537,127125,113,164
20200210,1,20182447,클로젯,78965,761524,1102,5630
20200210,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),26871,292730,848,3704
20200210,3,20180939,남산의 부장들,25189,4605718,771,2916
20200210,4,20192101,히트맨,14334,2365895,626,2036
20200210,5,20197390,조조 래빗,5641,42400,256,531
20200210,6,20100312,인셉션,2410,5931593,145,302
20200210,7,20191109,페인 앤 글로리,2399,21407,171,282
20200210,8,20192984,극장판 미니특공대: 공룡왕 디노 ,2273,44508,344,431
20200210,9,20183782,기생충,1761,10100373,73,103
20200210,10,20198676,타오르는 여인의 초상,1466,128591,114,153
20200211,1,20182447,클로젯,74849,836373,1120,5713
20200211,2,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),25107,317837,871,3691
20200211,3,20180939,남산의 부장들,24195,4629913,790,2948
20200211,4,20192101,히트맨,13733,2379628,641,2037
20200211,5,20183782,기생충,8339,10108712,109,211
20200211,6,20197390,조조 래빗,7032,49432,276,582
20200211,7,20192984,극장판 미니특공대: 공룡왕 디노 ,2753,47261,332,423
20200211,8,20191109,페인 앤 글로리,2679,24086,198,330
20200211,9,20100312,인셉션,2525,5934118,143,303
20200211,10,20198676,타오르는 여인의 초상,1883,130474,112,156
20200212,1,20193321,정직한 후보,109879,125144,1062,5290
20200212,2,20192240,작은 아씨들,71170,86025,932,3233
20200212,3,20182447,클로젯,54593,890966,802,3393
20200212,4,20180939,남산의 부장들,15288,4645201,556,1285
20200212,5,20183782,기생충,12601,10121313,132,239
20200212,6,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),12300,330137,542,1451
20200212,7,20184891,수퍼 소닉,9822,10030,561,1420
20200212,8,20192101,히트맨,4501,2384129,366,630
20200212,9,20197390,조조 래빗,4244,53676,171,306
20200212,10,20192984,극장판 미니특공대: 공룡왕 디노 ,1499,48760,201,235
20200213,1,20193321,정직한 후보,107837,232981,1053,5125
20200213,2,20192240,작은 아씨들,65194,151219,1003,3398
20200213,3,20182447,클로젯,46037,937003,790,3172
20200213,4,20183782,기생충,18014,10139327,152,264
20200213,5,20180939,남산의 부장들,12477,4657678,541,1172
20200213,6,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),10362,340499,515,1260
20200213,7,20184891,수퍼 소닉,8899,18929,554,1271
20200213,8,20203961,극장판 원피스 스탬피드,6059,6828,372,631
20200213,9,20197390,조조 래빗,4423,58099,162,297
20200213,10,20192101,히트맨,2990,2387119,348,552
20200215,1,20193321,정직한 후보,270840,648793,1182,5890
20200215,2,20192240,작은 아씨들,127018,356537,1105,4075
20200215,3,20182447,클로젯,82918,1075731,801,3205
20200215,4,20183782,기생충,34774,10195148,180,391
20200215,5,20184891,수퍼 소닉,28678,56803,597,1387
20200215,6,20180939,남산의 부장들,26252,4699383,548,1125
20200215,7,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),15965,368666,472,950
20200215,8,20192984,극장판 미니특공대: 공룡왕 디노 ,9530,61152,299,400
20200215,9,20197390,조조 래빗,9289,72909,157,300
20200215,10,20192101,히트맨,6218,2396543,322,459
20200216,1,20193321,정직한 후보,262662,911455,1187,5793
20200216,2,20192240,작은 아씨들,107959,464496,1092,3903
20200216,3,20182447,클로젯,71830,1147561,803,3064
20200216,4,20183782,기생충,33287,10228435,177,403
20200216,5,20184891,수퍼 소닉,30493,87296,609,1347
20200216,6,20180939,남산의 부장들,24301,4723684,525,1070
20200216,7,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),12959,381625,454,894
20200216,8,20192984,극장판 미니특공대: 공룡왕 디노 ,10519,71671,316,420
20200216,9,20197390,조조 래빗,7958,80867,155,300
20200216,10,20192101,히트맨,4262,2400805,305,432
20200217,1,20193321,정직한 후보,90847,1002302,1125,5370
20200217,2,20192240,작은 아씨들,49566,514062,989,3644
20200217,3,20182447,클로젯,28005,1175566,760,2818
20200217,4,20183782,기생충,11850,10240285,160,409
20200217,5,20180939,남산의 부장들,9399,4733083,538,1088
20200217,6,20184891,수퍼 소닉,6651,93947,511,1040
20200217,7,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),6173,387798,456,894
20200217,8,20197390,조조 래빗,4067,84934,160,309
20200217,9,20192101,히트맨,1955,2402760,286,405
20200217,10,20203961,극장판 원피스 스탬피드,1544,19353,288,394
20200218,1,20193321,정직한 후보,95545,1097847,1179,5424
20200218,2,20192240,작은 아씨들,50759,564821,1005,3635
20200218,3,20182447,클로젯,25971,1201537,786,2779
20200218,4,20183782,기생충,10956,10251241,161,403
20200218,5,20180939,남산의 부장들,8472,4741555,532,1068
20200218,6,20184891,수퍼 소닉,7802,101749,519,1059
20200218,7,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),6818,394616,453,897
20200218,8,20197390,조조 래빗,3340,88274,161,288
20200218,9,20192101,히트맨,2039,2404799,285,406
20200218,10,20203961,극장판 원피스 스탬피드,1820,21173,300,410
20200219,1,20180962,지푸라기라도 잡고 싶은 짐승들,77962,85670,996,4829
20200219,2,20193321,정직한 후보,63227,1161074,847,3691
20200219,3,20192399,1917,62270,66638,932,3844
20200219,4,20192240,작은 아씨들,35887,600708,651,1934
20200219,5,20182447,클로젯,13041,1214578,510,1111
20200219,6,20193911,"하이, 젝시",8477,9092,205,723
20200219,7,20183782,기생충,7092,10258333,152,361
20200219,8,20193288,숀더쉽 더 무비: 꼬마 외계인 룰라!,4080,4080,270,308
20200219,9,20184891,수퍼 소닉,2701,104450,183,233
20200219,10,20197390,조조 래빗,1914,90188,92,157
20200220,1,20180962,지푸라기라도 잡고 싶은 짐승들,61184,146854,988,4618
20200220,2,20193321,정직한 후보,48096,1209170,860,3601
20200220,3,20192399,1917,45956,112594,910,3773
20200220,4,20192240,작은 아씨들,29436,630144,662,1937
20200220,5,20182447,클로젯,11639,1226217,497,1044
20200220,6,20183782,기생충,5616,10263949,147,353
20200220,7,20193911,"하이, 젝시",4320,13412,192,653
20200220,8,20184891,수퍼 소닉,2205,106655,186,229
20200220,9,20197390,조조 래빗,1679,91867,111,194
20200220,10,20192984,극장판 미니특공대: 공룡왕 디노 ,1578,76308,67,77
20200222,1,20180962,지푸라기라도 잡고 싶은 짐승들,95554,301418,996,4620
20200222,2,20192399,1917,72170,229147,872,3619
20200222,3,20193321,정직한 후보,59717,1308837,967,4156
20200222,4,20192240,작은 아씨들,32445,687756,726,2111
20200222,5,20182447,클로젯,10074,1245758,436,885
20200222,6,20183782,기생충,5308,10273591,144,322
20200222,7,20184891,수퍼 소닉,2993,111378,250,356
20200222,8,20193911,"하이, 젝시",2806,19107,174,474
20200222,9,20197390,조조 래빗,2669,96311,137,240
20200222,10,20193288,숀더쉽 더 무비: 꼬마 외계인 룰라!,1556,8113,243,295
20200223,1,20180962,지푸라기라도 잡고 싶은 짐승들,69235,370653,988,4401
